MonthYear,Actor1CountryCode,InnerEvents
201602   ,PSE              ,3825
201611   ,AZE              ,1137
201611   ,SRB              ,481
201610   ,CHN              ,13897
201610   ,RWA              ,656
201611   ,CYM              ,33
201708   ,USA              ,157855
201708   ,SLE              ,291
201608   ,TUN              ,536
201707   ,AGO              ,277
201707   ,EGY              ,6187
201703   ,BGD              ,2204
201511   ,BEL              ,4559
201511   ,LTU              ,523
201706   ,LVA              ,419
201604   ,HND              ,533
201610   ,MLT              ,354
201609   ,GBR              ,22022
201510   ,JPN              ,5405
201703   ,MDA              ,685
201703   ,ABW              ,17
201703   ,CZE              ,853
201703   ,BFA              ,173
201603   ,SDN              ,1426
201603   ,PER              ,839
201706   ,UKR              ,7774
201706   ,ESP              ,4560
201706   ,ZWE              ,936
201706   ,CAF              ,107
201706   ,SYC              ,20
201608   ,GHA              ,1587
201508   ,GBR              ,15688
201608   ,GAB              ,421
201607   ,BGD              ,5011
201510   ,MWI              ,387
201610   ,GEO              ,4
201510   ,ETH              ,449
201609   ,NER              ,114
201703   ,MHL              ,16
201607   ,GRC              ,3243
201612   ,MUS              ,300
201512   ,SAU              ,5098
201605   ,KEN              ,3366
201805   ,TUN              ,502
201805   ,AUT              ,799
201709   ,BGD              ,2658
201709   ,TCD              ,242
201805   ,VCT              ,21
201711   ,ESP              ,7869
201803   ,ECU              ,899
201803   ,LBN              ,1633
201801   ,MKD              ,1729
201801   ,CYM              ,25
201712   ,MEX              ,2731
201712   ,AZE              ,1050
201712   ,HTI              ,251
201610   ,CRB              ,2
201709   ,GEO              ,2
201506   ,PHL              ,3366
201601   ,BEL              ,1496
201506   ,BEL              ,1465
201507   ,IND              ,5496
201506   ,MYS              ,2478
201602   ,GIN              ,272
201508   ,GNB              ,118
201512   ,HTI              ,345
201512   ,KWT              ,608
201512   ,SDN              ,1266
201505   ,MEX              ,2799
201507   ,NOR              ,813
201601   ,SOM              ,2052
201502   ,ARE              ,391
201509   ,DZA              ,562
201504   ,BLZ              ,152
201507   ,HND              ,489
201601   ,BLZ              ,270
201504   ,TCD              ,128
201510   ,SEA              ,146
201511   ,GMB              ,226
201603   ,SGP              ,688
201511   ,LVA              ,377
201509   ,LTU              ,472
201507   ,JAM              ,376
201507   ,NER              ,133
201603   ,LSO              ,60
201504   ,BEN              ,48
201501   ,MYS              ,40
201602   ,PNG              ,106
201504   ,NRU              ,16
201505   ,NMR              ,5
201604   ,KNA              ,11
201507   ,EAF              ,6
201802   ,NLD              ,1821
201712   ,CYM              ,5
201603   ,GEO              ,2
201502   ,NMR              ,1
201804   ,CUB              ,2017
201804   ,SLE              ,188
201804   ,TON              ,21
201710   ,YEM              ,1426
201710   ,KAZ              ,481
201802   ,COM              ,7
201601   ,TUV              ,1
202006   ,CHL              ,44
202006   ,BGR              ,91
201710   ,ERI              ,60
202006   ,DZA              ,45
202006   ,UGA              ,77
202006   ,SUR              ,1
201807   ,CAN              ,8338
201807   ,IRN              ,6600
201807   ,MLI              ,428
201807   ,COD              ,231
201804   ,FSM              ,4
201907   ,TCD              ,95
201906   ,CHN              ,15252
201907   ,GAB              ,64
201907   ,GTM              ,711
201907   ,SGP              ,537
201906   ,TUR              ,4568
201811   ,PER              ,1292
201811   ,BOL              ,263
201810   ,AUT              ,1034
201902   ,ESP              ,4195
201902   ,RWA              ,223
201902   ,ARG              ,1005
201902   ,EGY              ,3720
201902   ,TTO              ,231
201902   ,URY              ,202
201809   ,USA              ,147339
201809   ,SAU              ,2415
201909   ,ZMB              ,259
201502   ,PLW              ,3
201812   ,IND              ,4562
201812   ,SUR              ,16
201810   ,ARM              ,1373
201810   ,PLW              ,24
201806   ,SYR              ,6165
201901   ,ATG              ,63
201905   ,GRD              ,12
201905   ,NMR              ,3
201904   ,MRT              ,58
201911   ,COG              ,48
201910   ,BLZ              ,120
201910   ,TUN              ,498
201912   ,BEL              ,722
201908   ,SGP              ,590
201808   ,GHA              ,1643
201808   ,LBR              ,313
201808   ,BRN              ,14
201805   ,HKG              ,7
201809   ,QAT              ,438
201809   ,OMN              ,292
202002   ,TZA              ,223
201606   ,HTI              ,248
201606   ,TMP              ,18
202003   ,NRU              ,4
201904   ,STP              ,13
202003   ,STP              ,10
202005   ,CAS              ,1
201905   ,HKG              ,1
202003   ,GBR              ,15389
202003   ,DEU              ,5881
202003   ,GUY              ,289
202003   ,BRB              ,180
202003   ,SGP              ,764
202004   ,MLT              ,268
202004   ,MUS              ,85
202005   ,PNG              ,72
202005   ,HTI              ,143
201704   ,ECU              ,762
201702   ,LAO              ,155
201701   ,NAM              ,194
201610   ,LKA              ,1659
201611   ,SEN              ,416
201511   ,PER              ,945
201610   ,BLR              ,1040
201612   ,NGA              ,9099
201511   ,NPL              ,929
201708   ,MWI              ,482
201708   ,GTM              ,390
201708   ,PNG              ,153
201707   ,TUR              ,10255
201511   ,CYP              ,592
201511   ,BLR              ,966
201706   ,GAB              ,114
201610   ,MRT              ,133
201609   ,ISR              ,12995
201703   ,SWZ              ,55
201706   ,TWN              ,622
201706   ,EUR              ,2922
201706   ,BGR              ,1251
201606   ,NZL              ,1563
201706   ,MHL              ,29
201508   ,DNK              ,889
201608   ,NOR              ,1062
201601   ,SUR              ,12
201509   ,MYS              ,2306
201509   ,CZE              ,1330
201509   ,PAK              ,6773
201609   ,WST              ,30
201707   ,SYC              ,46
201707   ,SLV              ,222
201607   ,EGY              ,6702
201706   ,SMR              ,5
201706   ,SAF              ,17
201705   ,BRA              ,4685
201612   ,BHR              ,1025
201612   ,GIN              ,237
201612   ,HRV              ,1050
201601   ,BLR              ,447
201510   ,MDA              ,488
201708   ,GNB              ,9
201612   ,CYM              ,20
201705   ,KGZ              ,238
201805   ,SVK              ,335
201805   ,MAR              ,962
201709   ,DZA              ,468
201709   ,BLR              ,1071
201709   ,FJI              ,409
201709   ,MWI              ,450
201709   ,THA              ,1254
201711   ,NOR              ,833
201711   ,BTN              ,112
201803   ,TUR              ,9192
201803   ,DEU              ,9156
201803   ,CHL              ,1266
201803   ,URY              ,115
201509   ,SUR              ,12
201712   ,AFG              ,4455
201801   ,TGO              ,74
201801   ,MOZ              ,151
201508   ,CZE              ,646
201712   ,BDI              ,118
201602   ,DZA              ,816
201511   ,AND              ,9
201502   ,JAM              ,103
201503   ,COL              ,2192
201507   ,AFR              ,1644
201507   ,POL              ,1382
201604   ,KGZ              ,441
201504   ,ESP              ,4431
201505   ,NOR              ,914
201605   ,SRB              ,369
201507   ,RWA              ,579
201503   ,SSD              ,303
201504   ,ZMB              ,729
201511   ,ALB              ,616
201604   ,BTN              ,253
201506   ,ZAF              ,864
201605   ,ZAF              ,1212
201509   ,HTI              ,365
201502   ,HND              ,112
201506   ,TKM              ,211
201504   ,TON              ,27
201509   ,DOM              ,115
201506   ,BRN              ,45
201501   ,JPN              ,81
201508   ,CYM              ,41
201507   ,ATG              ,48
201604   ,LCA              ,46
201603   ,PLW              ,20
201802   ,LBN              ,2442
201504   ,AND              ,28
201507   ,WAF              ,10
201502   ,GNB              ,12
201510   ,WAF              ,20
201603   ,ROM              ,1
201502   ,NRU              ,5
201802   ,ATG              ,39
201804   ,MDG              ,111
201804   ,TWN              ,749
202006   ,IRN              ,441
202006   ,LTU              ,34
201710   ,QAT              ,1131
201804   ,TMP              ,9
201511   ,MEA              ,1
202006   ,TCD              ,9
201711   ,TUV              ,23
201801   ,MHL              ,4
201807   ,CHN              ,13406
201807   ,DJI              ,53
201807   ,ZMB              ,494
201611   ,MAC              ,2
201707   ,COM              ,2
202005   ,EAF              ,2
201907   ,AZE              ,830
201907   ,ALB              ,394
201907   ,COL              ,1403
201907   ,ERI              ,102
201907   ,MRT              ,71
201811   ,CAN              ,8700
201811   ,DOM              ,131
201811   ,BWA              ,142
201811   ,MMR              ,574
201811   ,PNG              ,659
201902   ,MCO              ,74
201902   ,AGO              ,219
201909   ,CHE              ,1094
201909   ,MAR              ,528
201909   ,CHL              ,568
201909   ,SOM              ,500
201809   ,TWN              ,611
201903   ,CHE              ,1054
201903   ,AUT              ,866
201903   ,HRV              ,794
201903   ,ZMB              ,315
201903   ,GHA              ,1176
201903   ,NAM              ,312
201903   ,KNA              ,22
201607   ,BWA              ,199
201812   ,AUS              ,5616
201812   ,BGD              ,1523
201810   ,KGZ              ,232
201809   ,IDN              ,3063
201901   ,ARM              ,1137
201901   ,WST              ,44
201904   ,GHA              ,1137
201806   ,VEN              ,2188
201806   ,ALB              ,878
201806   ,EST              ,336
201806   ,SRB              ,627
201806   ,VUT              ,24
201806   ,TZA              ,197
201904   ,WST              ,102
201904   ,SEA              ,110
201911   ,USA              ,119037
201911   ,IDN              ,2841
201911   ,FRA              ,6136
201910   ,SAU              ,3366
201910   ,BRN              ,38
201910   ,IRL              ,3331
201910   ,OMN              ,196
201910   ,LSO              ,68
201906   ,GNQ              ,26
201906   ,MUS              ,162
201905   ,PLW              ,15
202001   ,GTM              ,376
201912   ,IRN              ,3877
202002   ,ISR              ,8185
201908   ,GRC              ,1438
201908   ,OMN              ,173
201908   ,TGO              ,50
201808   ,BHS              ,107
202002   ,KWT              ,390
201912   ,AFR              ,1088
201902   ,WAF              ,13
201806   ,HKG              ,5
201606   ,DJI              ,37
201912   ,MAR              ,507
202003   ,ABW              ,11
201903   ,SGP              ,667
202004   ,ARE              ,754
202004   ,MYS              ,1328
